Crop ID,Date,Year,State,District,Season,Crop Name,Area (Hectares),Production (Tonnes),Yield (Kg/Ha),Irrigation Type,Fertilizer Type,Fertilizer Used (Kg),Rainfall (mm),Soil Type,Temperature (Celsius)
CID369,2015-02-14,2014,Punjab,Ludhiana,Rabi,Cotton,10.53,57.57,5467.56,Rainfed,Urea,140.24,760.35,Alluvial,25.16
CID370,2019-10-03,2019,Maharashtra,Mumbai,Kharif,Pulses,58.01,283.95,4894.79,Borewell,Compost,294.84,484.61,Alluvial,30.1
CID371,2020-03-26,2019,Punjab,Amritsar,Rabi,Sugarcane,63.54,118.76,1869.09,Borewell,Compost,210.15,1128.57,Laterite,29.47
CID372,2011-09-22,2011,West Bengal,Kolkata,Kharif,Maize,23.59,68.44,2901.27,Rainfed,NPK,227.61,805.38,Laterite,24.07
CID373,2019-02-10,2018,Uttar Pradesh,Varanasi,Rabi,Sugarcane,17.56,107.56,6125.27,Borewell,Urea,231.94,862.02,Black,23.16
CID374,2017-05-27,2017,Punjab,Ludhiana,Zaid,Wheat,3.61,12.21,3382.08,Canal,Compost,75.98,818.1,Black,29.82
CID375,2013-04-30,2013,Maharashtra,Nagpur,Zaid,Maize,44.87,78.9,1758.47,Borewell,Vermicompost,57.14,863.55,Alluvial,32.96
CID376,2017-10-15,2017,Maharashtra,Mumbai,Kharif,Cotton,54.39,247.2,4544.99,Drip,NPK,207.76,835.85,Sandy,26.52
CID377,2018-07-05,2018,Maharashtra,Pune,Kharif,Wheat,44.74,142.93,3194.7,Rainfed,NPK,88.93,210.56,Sandy,32.23
CID378,2018-06-02,2018,Maharashtra,Pune,Kharif,Cotton,92.29,616.66,6681.75,Drip,Vermicompost,124.9,965.87,Alluvial,28.96
CID379,2016-04-16,2016,Maharashtra,Nagpur,Zaid,Sugarcane,40.08,79.34,1979.62,Drip,Vermicompost,257.11,420.59,Black,26.33
CID380,2022-04-08,2022,West Bengal,Darjeeling,Zaid,Cotton,27.91,136.5,4890.74,Rainfed,Compost,153.23,1053.48,Red,22.05
CID381,2014-04-19,2014,Bihar,Gaya,Zaid,Pulses,49.71,145.35,2923.86,Borewell,NPK,62.41,734.97,Red,34.58
CID382,2017-04-30,2017,Haryana,Hisar,Zaid,Wheat,24.05,45.79,1904.1,Drip,Urea,104.3,620.24,Laterite,34.97
CID383,2022-06-04,2022,Maharashtra,Nagpur,Kharif,Wheat,27.38,91.85,3354.53,Drip,Urea,95.4,1095.7,Alluvial,32.26
CID384,2013-12-24,2013,West Bengal,Darjeeling,Rabi,Sugarcane,25.47,177.45,6967.21,Borewell,Compost,165.21,971.0,Sandy,29.99
CID385,2014-11-14,2014,Karnataka,Hubli,Rabi,Rice,63.29,79.31,1253.12,Canal,DAP,113.33,838.52,Red,25.41
CID386,2021-03-02,2020,Punjab,Ludhiana,Rabi,Maize,2.49,14.36,5766.34,Canal,Vermicompost,148.95,443.09,Black,28.72
CID387,2022-07-10,2022,Haryana,Faridabad,Kharif,Rice,16.61,25.72,1548.41,Rainfed,Vermicompost,282.71,1196.97,Black,20.9
CID388,2013-02-05,2012,West Bengal,Kolkata,Rabi,Rice,32.36,140.77,4350.1,Rainfed,NPK,251.38,638.72,Red,20.32
CID389,2014-09-28,2014,Uttar Pradesh,Lucknow,Kharif,Sugarcane,70.96,308.97,4354.15,Drip,NPK,97.44,386.63,Alluvial,24.86
CID390,2018-07-18,2018,West Bengal,Darjeeling,Kharif,Wheat,53.58,198.05,3696.31,Rainfed,Urea,185.4,654.08,Sandy,25.69
CID391,2022-04-19,2022,Bihar,Gaya,Zaid,Rice,32.75,45.2,1380.05,Drip,NPK,97.47,883.22,Sandy,22.31
CID392,2015-06-26,2015,Karnataka,Hubli,Kharif,Wheat,52.8,73.92,1400.08,Borewell,Urea,94.66,231.27,Black,27.28
CID393,2016-05-29,2016,Bihar,Bhagalpur,Zaid,Sugarcane,53.06,276.33,5207.88,Rainfed,DAP,62.27,420.72,Black,20.2
CID394,2012-01-08,2011,Uttar Pradesh,Kanpur,Rabi,Cotton,7.01,30.48,4348.12,Drip,Vermicompost,255.51,994.25,Black,32.35
CID395,2012-03-14,2011,Punjab,Patiala,Rabi,Wheat,94.52,639.29,6763.52,Canal,DAP,75.31,431.02,Laterite,22.84
CID396,2012-04-11,2012,Bihar,Bhagalpur,Zaid,Cotton,56.26,308.12,5476.65,Rainfed,DAP,218.62,902.55,Laterite,33.24
CID397,2019-01-23,2018,Bihar,Gaya,Rabi,Cotton,16.66,116.46,6990.6,Drip,NPK,283.38,1102.48,Sandy,34.87
CID398,2016-04-29,2016,Karnataka,Hubli,Zaid,Maize,61.23,268.12,4378.87,Borewell,Compost,143.77,750.24,Alluvial,25.4
CID399,2021-06-06,2021,Karnataka,Bangalore,Kharif,Maize,59.98,246.26,4105.66,Rainfed,NPK,51.64,1184.39,Red,32.84
CID400,2018-04-17,2018,Bihar,Bhagalpur,Zaid,Pulses,16.32,20.02,1226.42,Rainfed,NPK,89.03,464.99,Sandy,23.75
CID401,2016-04-07,2016,Punjab,Patiala,Zaid,Rice,73.69,393.61,5341.48,Drip,Vermicompost,93.23,1025.71,Sandy,32.29
CID402,2010-04-08,2010,Uttar Pradesh,Kanpur,Zaid,Pulses,38.77,220.24,5680.73,Rainfed,DAP,136.98,1017.14,Laterite,33.95
CID403,2019-10-07,2019,Uttar Pradesh,Varanasi,Kharif,Cotton,77.96,256.87,3294.92,Rainfed,DAP,181.1,519.32,Sandy,22.24
CID404,2020-04-22,2020,Haryana,Gurgaon,Zaid,Sugarcane,97.13,535.87,5517.04,Canal,Urea,105.52,489.78,Laterite,22.22
CID405,2021-07-21,2021,Karnataka,Hubli,Kharif,Pulses,40.52,61.2,1510.47,Drip,Compost,243.46,330.38,Red,27.21
CID406,2019-10-26,2019,Karnataka,Hubli,Kharif,Pulses,61.98,335.56,5414.01,Borewell,Urea,110.58,466.26,Laterite,24.85
CID407,2017-02-22,2016,Punjab,Patiala,Rabi,Maize,35.48,103.76,2924.43,Canal,Vermicompost,242.42,369.26,Alluvial,29.24
CID408,2010-08-13,2010,Haryana,Faridabad,Kharif,Rice,68.85,133.29,1935.95,Canal,Urea,78.09,254.54,Sandy,33.9
CID409,2022-08-06,2022,Maharashtra,Mumbai,Kharif,Maize,45.56,51.78,1136.49,Borewell,Vermicompost,235.0,411.88,Sandy,27.85
CID410,2021-08-09,2021,Karnataka,Hubli,Kharif,Cotton,70.18,77.92,1110.33,Canal,Urea,113.86,260.11,Red,31.84
CID411,2010-09-06,2010,Karnataka,Hubli,Kharif,Sugarcane,66.38,330.43,4977.89,Rainfed,Vermicompost,266.07,219.08,Laterite,23.47
CID412,2016-03-15,2015,Uttar Pradesh,Lucknow,Rabi,Pulses,53.62,113.59,2118.5,Drip,NPK,190.17,912.47,Black,23.71
CID413,2016-04-04,2016,Maharashtra,Pune,Zaid,Rice,2.82,14.4,5105.87,Rainfed,NPK,206.31,436.2,Sandy,24.14
CID414,2018-12-29,2018,Karnataka,Bangalore,Rabi,Rice,16.02,102.26,6383.05,Borewell,Compost,71.95,582.21,Sandy,33.09
CID415,2012-12-22,2012,Haryana,Hisar,Rabi,Maize,91.06,270.97,2975.71,Borewell,DAP,101.69,338.58,Sandy,30.26
CID416,2021-05-06,2021,Maharashtra,Mumbai,Zaid,Rice,43.58,281.27,6454.01,Borewell,Vermicompost,214.06,764.84,Red,24.76
CID417,2012-12-19,2012,Uttar Pradesh,Lucknow,Rabi,Rice,72.98,408.15,5592.61,Drip,Urea,290.3,503.35,Alluvial,22.28
CID418,2010-05-15,2010,Haryana,Gurgaon,Zaid,Pulses,27.42,120.71,4402.26,Borewell,Compost,199.09,430.91,Black,25.39
CID419,2020-02-13,2019,Haryana,Hisar,Rabi,Cotton,65.31,137.4,2103.86,Drip,Urea,172.86,337.51,Red,23.39
CID420,2013-05-02,2013,Maharashtra,Pune,Zaid,Cotton,98.84,548.23,5546.66,Canal,NPK,94.27,1154.7,Laterite,33.01
CID421,2014-03-15,2013,West Bengal,Howrah,Rabi,Sugarcane,77.85,361.81,4647.58,Drip,Urea,230.05,594.15,Sandy,28.91
CID422,2017-11-13,2017,Bihar,Patna,Rabi,Wheat,87.9,217.49,2474.33,Drip,DAP,295.96,239.25,Laterite,27.74
CID423,2017-02-24,2016,Maharashtra,Pune,Rabi,Maize,46.67,164.97,3534.77,Canal,Urea,222.49,1103.68,Laterite,32.45
CID424,2011-10-30,2011,Uttar Pradesh,Varanasi,Kharif,Pulses,93.85,485.83,5176.68,Borewell,DAP,148.27,523.46,Black,22.68
CID425,2015-02-01,2014,Karnataka,Bangalore,Rabi,Cotton,65.21,343.58,5268.82,Borewell,Urea,229.59,323.54,Black,30.59
CID426,2016-05-13,2016,Bihar,Bhagalpur,Zaid,Pulses,61.6,120.7,1959.4,Drip,DAP,60.98,370.88,Alluvial,28.48
CID427,2012-04-01,2012,Haryana,Gurgaon,Zaid,Wheat,42.54,121.54,2857.11,Drip,Vermicompost,122.2,380.7,Red,34.41
CID428,2011-03-02,2010,West Bengal,Howrah,Rabi,Sugarcane,85.69,365.13,4261.01,Canal,Compost,202.0,693.47,Red,28.83
CID429,2011-04-10,2011,Karnataka,Mysore,Zaid,Pulses,1.65,10.38,6293.01,Rainfed,Urea,204.94,757.55,Red,20.73
CID430,2010-07-16,2010,Uttar Pradesh,Kanpur,Kharif,Wheat,67.03,404.06,6028.09,Rainfed,DAP,132.78,287.7,Black,26.25
CID431,2019-04-06,2019,Uttar Pradesh,Kanpur,Zaid,Cotton,70.28,311.6,4433.7,Borewell,NPK,291.57,949.33,Alluvial,33.97
CID432,2016-09-14,2016,Maharashtra,Pune,Kharif,Sugarcane,84.49,117.4,1389.56,Drip,Vermicompost,83.64,894.62,Alluvial,24.94
CID433,2013-05-25,2013,Haryana,Hisar,Zaid,Wheat,11.82,63.57,5378.37,Canal,NPK,170.92,888.65,Alluvial,26.41
CID434,2019-05-27,2019,Maharashtra,Mumbai,Zaid,Maize,92.78,434.74,4685.74,Drip,Vermicompost,179.93,831.86,Laterite,32.12
CID435,2014-09-14,2014,Haryana,Hisar,Kharif,Wheat,12.7,48.12,3789.31,Canal,Urea,234.37,407.33,Sandy,34.98
CID436,2018-04-21,2018,Maharashtra,Pune,Zaid,Rice,2.12,4.68,2207.12,Rainfed,Urea,113.6,267.84,Alluvial,27.6
CID437,2016-03-02,2015,Punjab,Patiala,Rabi,Sugarcane,72.72,341.49,4695.96,Canal,Compost,258.01,394.02,Alluvial,33.83
CID438,2020-08-16,2020,West Bengal,Kolkata,Kharif,Sugarcane,16.38,61.65,3763.71,Rainfed,Vermicompost,165.62,1014.17,Black,32.53
CID439,2015-04-10,2015,Uttar Pradesh,Varanasi,Zaid,Pulses,2.85,12.72,4464.39,Rainfed,NPK,249.88,1088.03,Alluvial,20.99
CID440,2016-01-20,2015,West Bengal,Kolkata,Rabi,Cotton,53.89,107.55,1995.82,Drip,Urea,96.84,316.84,Alluvial,30.58
CID441,2011-11-10,2011,Maharashtra,Pune,Rabi,Rice,37.79,225.86,5976.74,Rainfed,DAP,104.03,502.32,Black,25.61
CID442,2018-08-23,2018,Punjab,Amritsar,Kharif,Sugarcane,90.59,174.34,1924.47,Rainfed,DAP,280.91,932.44,Sandy,24.66
CID443,2018-04-03,2018,West Bengal,Kolkata,Zaid,Rice,21.31,25.98,1219.32,Drip,Vermicompost,228.42,722.34,Black,24.66
CID444,2015-12-20,2015,West Bengal,Kolkata,Rabi,Wheat,11.21,62.74,5597.08,Rainfed,NPK,55.62,958.49,Red,24.81
CID445,2015-12-23,2015,Maharashtra,Mumbai,Rabi,Cotton,12.65,23.98,1895.92,Rainfed,Vermicompost,78.62,1158.3,Sandy,27.71
CID446,2015-11-13,2015,Maharashtra,Mumbai,Rabi,Rice,94.38,549.67,5824.02,Borewell,DAP,92.82,511.38,Alluvial,28.11
CID447,2020-09-23,2020,Punjab,Amritsar,Kharif,Wheat,38.98,59.12,1516.72,Drip,Vermicompost,94.75,796.12,Sandy,29.44
CID448,2015-06-24,2015,Maharashtra,Pune,Kharif,Cotton,76.08,445.51,5855.8,Canal,Compost,293.42,955.74,Laterite,28.52
CID449,2014-04-24,2014,Punjab,Amritsar,Zaid,Cotton,71.31,270.43,3792.38,Borewell,Compost,286.86,343.72,Sandy,23.87
CID450,2021-01-29,2020,Haryana,Hisar,Rabi,Maize,45.88,54.21,1181.58,Drip,Vermicompost,78.22,678.65,Red,24.23
CID451,2018-09-11,2018,Bihar,Patna,Kharif,Sugarcane,81.94,473.66,5780.55,Rainfed,Vermicompost,189.04,270.92,Alluvial,27.99
CID452,2019-09-20,2019,Karnataka,Bangalore,Kharif,Pulses,16.74,65.19,3894.25,Canal,Vermicompost,135.18,1013.92,Sandy,26.47
CID453,2018-05-23,2018,West Bengal,Howrah,Zaid,Rice,18.14,91.02,5017.63,Drip,Compost,78.58,796.08,Alluvial,28.33
CID454,2016-07-06,2016,Haryana,Faridabad,Kharif,Pulses,11.77,69.26,5884.4,Drip,Vermicompost,131.85,844.99,Black,21.36
CID455,2022-08-21,2022,West Bengal,Darjeeling,Kharif,Rice,66.43,246.98,3717.85,Rainfed,NPK,147.5,777.93,Red,23.08
CID456,2014-12-03,2014,Bihar,Bhagalpur,Rabi,Cotton,98.28,301.29,3065.59,Canal,NPK,195.68,811.49,Sandy,26.06
CID457,2018-10-30,2018,Punjab,Amritsar,Kharif,Wheat,70.63,418.45,5924.52,Rainfed,Compost,77.42,482.21,Black,23.53
CID458,2022-02-01,2021,Uttar Pradesh,Kanpur,Rabi,Sugarcane,38.77,165.58,4270.71,Borewell,Compost,168.72,388.23,Laterite,32.65
CID459,2020-07-05,2020,Haryana,Faridabad,Kharif,Rice,2.15,10.51,4890.34,Borewell,Urea,230.33,686.7,Laterite,34.62
CID460,2023-02-24,2022,Haryana,Hisar,Rabi,Sugarcane,89.46,462.72,5172.34,Drip,Compost,205.81,654.39,Laterite,28.28
CID461,2012-11-09,2012,Maharashtra,Nagpur,Rabi,Pulses,1.74,6.94,3988.94,Borewell,Urea,228.03,469.25,Sandy,28.65
CID462,2021-11-21,2021,Bihar,Gaya,Rabi,Wheat,58.45,395.73,6770.43,Canal,Vermicompost,85.52,931.29,Alluvial,26.97
CID463,2013-11-14,2013,Bihar,Patna,Rabi,Cotton,74.43,503.33,6762.47,Canal,NPK,221.02,739.2,Sandy,24.69
CID464,2017-11-10,2017,Bihar,Patna,Rabi,Pulses,90.7,403.05,4443.79,Rainfed,Vermicompost,155.25,1160.58,Alluvial,24.34
CID465,2021-05-10,2021,Uttar Pradesh,Kanpur,Zaid,Maize,7.08,27.18,3838.96,Borewell,Urea,193.21,856.32,Alluvial,32.13
CID466,2011-06-29,2011,Maharashtra,Pune,Kharif,Pulses,8.61,49.1,5702.58,Rainfed,Vermicompost,83.13,480.97,Alluvial,20.21
CID467,2021-06-09,2021,Haryana,Hisar,Kharif,Cotton,45.22,264.4,5847.04,Rainfed,NPK,245.63,436.2,Red,31.99
CID468,2019-08-28,2019,Punjab,Ludhiana,Kharif,Sugarcane,75.52,262.64,3477.69,Drip,Urea,109.49,640.19,Red,23.16
CID469,2022-09-08,2022,Uttar Pradesh,Kanpur,Kharif,Wheat,17.59,59.67,3392.47,Rainfed,Compost,169.07,1148.25,Sandy,23.5
CID470,2019-03-17,2018,Maharashtra,Nagpur,Rabi,Wheat,29.59,171.14,5783.85,Drip,NPK,219.62,1161.76,Black,21.46
CID471,2019-05-18,2019,West Bengal,Howrah,Zaid,Maize,34.16,88.9,2602.53,Canal,DAP,113.84,784.18,Laterite,31.6
CID472,2019-06-04,2019,Uttar Pradesh,Varanasi,Kharif,Pulses,34.4,176.87,5141.67,Borewell,Compost,128.32,210.58,Black,32.48
CID473,2011-05-09,2011,Punjab,Patiala,Zaid,Sugarcane,35.8,191.58,5351.5,Rainfed,DAP,98.27,223.7,Black,20.85
CID474,2011-04-12,2011,Bihar,Bhagalpur,Zaid,Wheat,9.55,44.2,4628.11,Drip,Urea,214.1,1099.9,Sandy,32.05
CID475,2015-01-22,2014,Uttar Pradesh,Lucknow,Rabi,Sugarcane,66.39,96.55,1454.29,Drip,NPK,280.67,476.38,Laterite,30.38
CID476,2014-07-22,2014,Haryana,Gurgaon,Kharif,Sugarcane,39.47,275.33,6975.75,Rainfed,Vermicompost,288.9,464.66,Laterite,21.04
CID477,2020-11-27,2020,Karnataka,Bangalore,Rabi,Wheat,15.24,85.53,5612.24,Borewell,Urea,203.49,306.25,Laterite,30.73
CID478,2019-04-18,2019,Punjab,Ludhiana,Zaid,Maize,77.95,86.73,1112.59,Drip,DAP,87.21,840.34,Black,29.97
CID479,2016-04-01,2016,Uttar Pradesh,Kanpur,Zaid,Wheat,52.02,345.39,6639.47,Drip,Compost,169.53,603.91,Black,28.1
CID480,2011-05-25,2011,Uttar Pradesh,Kanpur,Zaid,Pulses,93.57,295.07,3153.51,Rainfed,NPK,150.15,832.27,Black,25.48
CID481,2023-01-31,2022,Punjab,Amritsar,Rabi,Cotton,21.11,91.34,4326.85,Drip,Compost,215.18,498.87,Laterite,33.45
CID482,2017-05-02,2017,Punjab,Patiala,Zaid,Rice,14.85,32.05,2158.56,Borewell,Vermicompost,172.31,262.99,Sandy,29.65
CID483,2010-10-16,2010,West Bengal,Howrah,Kharif,Maize,6.55,37.51,5726.67,Canal,DAP,151.38,411.68,Sandy,26.88
CID484,2013-07-04,2013,Uttar Pradesh,Varanasi,Kharif,Wheat,73.81,290.32,3933.37,Canal,Urea,167.8,1118.02,Black,23.64
CID485,2010-12-27,2010,Haryana,Hisar,Rabi,Wheat,46.16,93.43,2024.14,Canal,Urea,254.45,306.33,Laterite,28.92
CID486,2016-12-15,2016,West Bengal,Kolkata,Rabi,Cotton,68.16,200.76,2945.41,Borewell,NPK,130.4,1164.69,Red,31.46
CID487,2014-09-05,2014,Punjab,Ludhiana,Kharif,Sugarcane,17.64,56.79,3219.56,Borewell,DAP,159.67,1125.68,Black,22.0
CID488,2011-07-23,2011,Punjab,Amritsar,Kharif,Wheat,18.76,28.79,1534.85,Rainfed,DAP,154.06,1007.41,Laterite,30.39
CID489,2019-01-17,2018,Uttar Pradesh,Kanpur,Rabi,Sugarcane,24.69,50.55,2047.29,Canal,NPK,199.07,917.2,Sandy,34.25
CID490,2018-09-27,2018,Karnataka,Bangalore,Kharif,Rice,12.63,52.81,4181.19,Canal,DAP,204.73,1062.73,Sandy,27.61
CID491,2013-09-02,2013,Maharashtra,Nagpur,Kharif,Rice,68.84,468.9,6811.44,Drip,NPK,174.38,359.76,Black,20.81
CID492,2014-11-08,2014,Haryana,Faridabad,Rabi,Pulses,80.71,447.98,5550.45,Canal,Compost,76.11,252.46,Sandy,22.64
CID493,2011-06-29,2011,Bihar,Patna,Kharif,Cotton,45.04,201.71,4478.57,Drip,NPK,99.69,876.85,Alluvial,23.45
CID494,2013-04-10,2013,Haryana,Gurgaon,Zaid,Sugarcane,87.12,283.42,3253.19,Borewell,DAP,68.38,785.09,Black,33.36
CID495,2013-03-26,2012,Bihar,Gaya,Rabi,Maize,14.5,77.12,5318.93,Rainfed,Urea,293.89,402.21,Red,20.48
CID496,2012-03-27,2011,Maharashtra,Nagpur,Rabi,Sugarcane,42.4,235.83,5562.04,Borewell,Vermicompost,271.6,803.64,Sandy,33.58
CID497,2012-01-03,2011,West Bengal,Kolkata,Rabi,Pulses,49.43,344.72,6973.99,Drip,DAP,259.25,479.17,Laterite,31.04
CID498,2019-10-08,2019,Maharashtra,Pune,Kharif,Pulses,94.68,613.77,6482.53,Canal,Urea,154.44,244.22,Laterite,31.0
CID499,2016-12-04,2016,Karnataka,Hubli,Rabi,Cotton,82.31,305.75,3714.65,Borewell,NPK,70.77,953.08,Laterite,34.25
CID500,2020-09-27,2020,Maharashtra,Nagpur,Kharif,Wheat,48.5,137.21,2829.02,Drip,DAP,264.48,947.29,Black,34.65
